"","LONGITUDE","LATITUDE","NAME","ADDRESS","ID","AADTT","FLEET","ID_2"
"469",-93.162258,31.725603,"Indie Truck Stop","Chevron Natchitoches
5422 Louisiana 6
Natchitoches LA
Phone:71457

","760",2983,0,"829"
"470",-93.087126,31.78387,"Indie Truck Stop","Pantry Pride
Hwy 6, 201 Hwy 3175
Natchitoches LA
Phone:71457

","761",4375,0,"830"
"471",-90.057752,29.982364,"Indie Truck Stop","Mardi Gras Truck Stop
I-10 Ex 236b, 2301 Elysian Fields Ave
New Orleans LA
Phone:70117

","762",23281,0,"831"
"472",-90.033389,30.005033,"Indie Truck Stop","Big Easy Travel Plaza
I-10 Ex 239, 5000 Old Gentilly Rd
New Orleans LA
Phone:11020

","763",16055,0,"832"
"473",-89.945445,30.012969,"Indie Truck Stop","Palace Truck Stop
12170 Old Gentilly Road
New Orleans LA
Phone:70129

","764",10913,0,"833"
"474",-91.464653,30.685327,"Indie Truck Stop","Mid River Truck Stop
1942 Hospital Road
New Roads LA
Phone:70760

","765",298,0,"834"
"475",-92.047104,30.582629,"Indie Truck Stop","Truck Stop
I-49N Ex 23 (US167), 8412 I-49 N Service Rd
Opelousas LA
Phone:70570

","766",4107,0,"835"
"476",-92.047126,30.584947,"Indie Truck Stop","The Quarters
I-49 Ex 23, 165 Highway 744
Opelousas LA
Phone:70570

","767",4107,0,"836"
"477",-90.747846,30.040107,"Indie Truck Stop","Grand Point Truck Stop
3415 Louisiana 3125
Paulina LA
Phone:70763

","768",601,0,"837"
"478",-91.221579,30.269069,"Indie Truck Stop","Plaquemine Truck Stop
Hwy 1, 25394 Highway 1
Plaquemine LA
Phone:70764

","769",1614,0,"838"
"479",-91.216024,30.423957,"Indie Truck Stop","LA 1 South Truck Stop
3195 La Highway 1
Port Allen LA
Phone:70767

","770",29061,0,"839"
"480",-91.244311,30.443995,"Indie Truck Stop","River Port Truck Stop
I-10 Ex 151 (Hwy 415), 910 Lobdell Ext S.
Port Allen LA
Phone:70767

","771",14867,0,"840"
"481",-91.246186,30.451383,"Indie Truck Stop","Ninos Truck Plaza
I-10 Ex 151 (Hwy 415), 123 Lobdell Hwy
Port Allen LA
Phone:70767

","772",17943,0,"841"
"482",-91.247554,30.452844,"Indie Truck Stop","H and R Truck Stop
347 Lobdell Hiway, 347 Lobdell Hwy
Port Allen LA
Phone:70740

","773",17943,0,"842"
"483",-91.247475,30.454514,"Indie Truck Stop","Cashs Casino Truck Plaza
I-10 Ex 151, 420 Lobdell Hwy
Port Allen LA
Phone:70767

","774",17943,0,"843"
"484",-91.252588,30.488677,"Indie Truck Stop","Minnows
US190, 3051 Lobdell Hwy
Port Allen LA
Phone:70767

","775",12276,0,"844"
"485",-91.207423,30.507166,"Indie Truck Stop","TMI Fuel Stop
524 Hwy 190 W
Port Allen LA
Phone:70767

","776",7821,0,"845"
"486",-91.203574,30.508073,"Indie Truck Stop","Lucky Louies Truck Stop
US190, 4169 N River Rd
Port Allen LA
Phone:70767

","777",7821,0,"846"
"487",-91.406689,30.533664,"Indie Truck Stop","LA Express
US190 and Hwy 413, 12610 Route 190 W.
Port Allen LA
Phone:70767

","778",5035,0,"847"
"488",-91.242686,30.445527,"Loves Travel Stop","Loves Travel Stop
751 Lobdell Extension South, I-10 Exit 151
Port Allen LA
Phone:70767

","779",14867,0,"848"
"489",-92.001124,30.547598,"Indie Truck Stop","Kings Truck Stop
I-49 Ex 19 (Hwy 190), 16470 Highway 190
Port Barre LA
Phone:70577

","780",4476,0,"849"
"490",-90.853496,30.331931,"Indie Truck Stop","Freds Travel Center
Hwy 42 and Hwy 431, 44708 Highway 42
Prairieville LA
Phone:70769

","781",0,0,"850"
"491",-90.568576,29.705398,"Indie Truck Stop","Raceland Truck Plaza
109 S Service Rd
Raceland LA
Phone:70394

","782",2310,0,"851"
"492",-90.554852,29.753461,"Indie Truck Stop","Presto Fuel Center
US90/Hwy 1, 1556 Highway 90
Raceland LA
Phone:70394

","783",4380,0,"852"
"493",-92.268665,30.250303,"AM Best","Frog City Travel Plaza
I-10 Ex 87 (LA35/Hwy 98), 1418 N Polk St
Rayne LA
Phone:70578

","784",14345,0,"853"
"494",-92.193132,30.251507,"Indie Truck Stop","Shoplite Travel Plaza
I-10 Ex 92 (Hwy 95), 129 Frontage Rd.
Rayne LA
Phone:70529

","785",14345,0,"854"
"495",-92.269609,30.254231,"Indie Truck Stop","I-10 Rayne Travel Center
I-10 Ex 87 (Hwy 35) Or Hwy 98, 1044 Church Point Hwy
Rayne LA
Phone:70578

","786",14345,0,"855"
"496",-91.7597,32.459933,"Pilot Travel Center","Pilot Travel Center
I-20 & LA 137 Exit 138, 103 Grimshaw Street
Rayville LA
Phone:71269

","787",11579,0,"856"
"497",-90.588354,30.076933,"Indie Truck Stop","Reserve Truck Stop
US61, 4450 W Airline Hwy
Reserve LA
Phone:

","788",11302,0,"857"
"498",-90.566108,30.077043,"Indie Truck Stop","Reserve Truck Stop
3901 Airline Highway
Reserve LA
Phone:70084

","789",6547,0,"858"
"499",-92.74066,30.251718,"Indie Truck Stop","Petos
I-10 Ex 59 (Hwy 395), 17358 Highway 395
Roanoke LA
Phone:70581

","790",13431,0,"859"
"500",-91.346989,30.992441,"Indie Truck Stop","State Line Truck Stop
US61, 15169 U S Highway 61
Saint Francisville LA
Phone:70775

","791",839,0,"860"
"501",-122.401709,37.654094,"Indie Truck Stop","Gateway Flyers
US101 Ex 424 (Grand Ave), 176 Gateway
S San Francisco CA
Phone:94080

","388",13538,613,"861"
"502",-122.159323,37.707158,"Indie Truck Stop","Western States Oil
I-880 Ex 33 (Marina E), 2709 Teagarden St
San Leandro CA
Phone:94577

","399",23555,752,"862"
"503",-122.191851,37.748534,"Indie Truck Stop","SF Oakland AutoTruck Plaza
8255 San Leandro Street
Oakland CA
Phone:94621

","361",20933,176,"863"
"504",-122.288406,37.80234,"Indie Truck Stop","Golden Gate Petroleum
1107 5th Street
Oakland CA
Phone:94607

","362",27273,312,"864"
"505",-122.105764,38.011724,"Indie Truck Stop","7-Eleven
3520 Pacheco Boulevard
Martinez CA
Phone:94553

","348",7821,340,"865"
"506",-122.715257,38.387366,"Indie Truck Stop","Rotten Robbie
US101 and E Todd Rd, 55 E Todd Rd
Santa Rosa CA
Phone:95407

","407",10516,694,"866"
"507",-123.212067,39.169548,"Indie Truck Stop","Jensens Truck Stop
US101 Ex 551 (N State St), 1460 N Lovers Ln
Ukiah CA
Phone:95482

","424",5427,394,"867"
"508",-123.211907,39.169736,"Indie Truck Stop","Jensens Truck Stop
1460 North Lovers Lane
Ukiah CA
Phone:95482

","425",5427,394,"868"
"509",-122.913168,39.018122,"Indie Truck Stop","Rotten Robbie
2725 South Main Street
Lakeport CA
Phone:95453

","326",609,61,"869"
"510",-122.741703,38.930044,"Indie Truck Stop","Kits Corner Store
Hwy 29 and Soda Bay Rd, 7990 Highway 29
Kelseyville CA
Phone:95451

","320",760,48,"870"
"511",-122.742397,38.931382,"Indie Truck Stop","Kits Comer Store
7990 Highway 29
Kelseyville CA
Phone:95451

","321",760,48,"871"
"512",-122.207674,39.750539,"Pilot Travel Center","Pilot Travel Center
I-5 Exit 619, 4444 Commerce Lane
Orland CA
Phone:95963

","366",6030,275,"872"
"513",-122.203003,39.740115,"Indie Truck Stop","USA Fuel Stop
I-5 Ex 618 (South St E), 1021 South St
Orland CA
Phone:95963

","367",6030,275,"873"
"514",-122.200609,39.872623,"Indie Truck Stop","Rolling Hills Chevron
I-5 Ex 628, 2635 Barham Ave.
Corning CA
Phone:96021

","268",6089,205,"874"
"515",-122.196352,39.907601,"Loves Travel Stop","Loves Travel Stop
I-5 Exit 630
Corning CA
Phone:96021

","269",5465,205,"875"
"516",-122.196245,39.905745,"Petro Center","Petro Center
I-5, Exit 630, 2151 South Avenue
Corning CA
Phone:96021

","270",5465,205,"876"
"517",-122.198889,39.902889,"TA Travel Center","TA Travel Center
I-5 at Exit 630 (South Ave. Exit), 3524 South Highway 99 W
Corning CA
Phone:96021

","271",5637,205,"877"
"518",-124.191743,40.769988,"Indie Truck Stop","Broadway Gas Deli
US101, 4050 Broadway
Eureka CA
Phone:95501

","286",940,169,"878"
"519",-124.190423,40.774903,"Indie Truck Stop","Humbert Petroleum
US101 and Highland, 3505 Broadway
Eureka CA
Phone:95503

","287",940,169,"879"
"520",-122.283789,40.369248,"Indie Truck Stop","Cross Country Travel Center
I-5 Ex 662, I-5 and Bowman Rd, 19845 Main St
Cottonwood CA
Phone:96022

","272",7721,175,"880"
"521",-122.334738,40.504451,"TA Travel Center","TA Travel Center
I-5, Knighton Road, 19483 Knighton Road
Redding CA
Phone:96002

","380",6282,230,"881"
"522",-122.37158,40.625093,"Indie Truck Stop","North Redding 76
I-5 and N Market St, 1191 Prestige Way
Redding CA
Phone:96003

","378",6989,279,"882"
"523",-122.334394,40.705318,"Indie Truck Stop","KCs Comer Mart
14361 Holiday Road
Redding CA
Phone:96003

","379",5318,279,"883"
"524",-122.418626,40.994516,"Indie Truck Stop","Pollard Flat USA
24235 Eagles Roost Road
Lakehead CA
Phone:96051

","325",4953,6,"884"
"525",-122.376519,41.398494,"Pilot Travel Center","Pilot Travel Center
I-5 Exit 745, 395 E. Vista Drive
Weed CA
Phone:96094

","430",5647,55,"885"
"526",-122.528146,41.646676,"Indie Truck Stop","Three Js Deli and Mini Mart
I-5 Ex 766, 424 County Highway A12
Grenada CA
Phone:96038

","310",3897,10,"886"
"527",-119.90023,34.432892,"Indie Truck Stop","76 Station
20 Winchester Canyon, north side of highway, northeast of Exit 110/Hollister Ave
Goleta CA
Phone:93117

","308",5259,114,"887"
"528",-116.960545,32.557339,"Indie Truck Stop","Truck Net Truck Stop
8490 Avenida De La Fuente
San Diego CA
Phone:92154

","395",2934,6530,"888"
"529",-116.952731,32.569447,"Pilot Travel Center","Pilot Travel Center
I-805 Exit 1B CA 905, 1497 Piper Ranch Road
San Diego CA
Phone:92154

","396",4134,6530,"889"
"530",-116.987858,32.567369,"Indie Truck Stop","World Petrol-Cali Mart
I-805 Or I-5 Ex 1, 1505 Cactus Rd
San Ysidro CA
Phone:92173

","400",2946,6530,"890"
"531",-117.115143,32.659615,"Indie Truck Stop","So Cal Truck Stop
I-5 Ex 10 (24th St), 2300 Tidelands Ave
National City CA
Phone:91950

","357",13897,339,"891"
"532",-116.781028,32.841319,"Indie Truck Stop","Tavern Road Texaco
I-8 Ex 30 (Tavern Rd), 1140 Tavern Rd
Alpine CA
Phone:91901

","220",4093,117,"892"
"533",-118.253327,33.773916,"Indie Truck Stop","Speedy Fuel
Alameda and Eubank Ave, 710 E D St
Wilmington CA
Phone:90744

","434",15135,1080,"893"
"534",-118.253811,33.774262,"Indie Truck Stop","Speedy Fuel
710 East D Street
Wilmington CA
Phone:90744

","435",15135,1080,"894"
"535",-118.240292,33.790927,"Indie Truck Stop","Sunshine Truck Stop
Hwy 1, 180 E Pacific Coast Hwy
Wilmington CA
Phone:90744

","436",27778,1080,"895"
"536",-118.208264,33.769837,"Indie Truck Stop","Port Petroleum
I-710 Ex 1b (Pico Ave), 260 Pico Ave
Long Beach CA
Phone:90802

","336",21149,174,"896"
"537",-118.220272,33.789904,"Indie Truck Stop","Harbor Truck Stop
I-710 Ex 2 (Hwy 1), 2130 W Pacific Coast Hwy
Long Beach CA
Phone:90810

","339",27784,864,"897"
"538",-118.208293,33.7842503,"Indie Truck Stop","Speedy Fuel
I-710 Ex 1, 1234 W Cowles St
Long Beach CA
Phone:90813

","337",25858,1065,"898"
"539",-118.214752,33.789482,"Indie Truck Stop","Long Beach Travel Center
I-710 Ex 2 (Hwy 1), 1670 W Pacific Coast Hwy
Long Beach CA
Phone:90810

","338",27784,1065,"899"
"540",-118.27575,33.865582,"Indie Truck Stop","Carson Mini Truck Stop
101 West Victoria Street
Gardena CA
Phone:90248

","305",28763,1488,"900"
"541",-119.199965,34.247488,"Indie Truck Stop","United Truck Stop
US101, 6417 Ventura Blvd
Ventura CA
Phone:93003

","427",7537,314,"901"
"542",-119.126498,34.202351,"Indie Truck Stop","Mac Valley Oil Co
US101 and Del Norte Blvd, 100 Del Norte Blvd
Oxnard CA
Phone:93030

","369",6371,566,"902"
"543",-119.052046,34.354579,"Indie Truck Stop","Condor Truck Service
Hwy 126 and Harvard Blvd, 1395 E Harvard Blvd
Santa Paula CA
Phone:93060

","406",2291,297,"903"
"544",-118.883922,34.817714,"Flying J Travel Plaza","Flying J Travel Plaza
I-5 Frazier Park Exit 205, go straight, 42810 Frazier Mountain Park Rd
Frazier Park CA
Phone:93243

","297",16127,40,"904"
"545",-118.885454,34.818205,"Indie Truck Stop","Frazier Park Chevron
I-5 Ex 205 (Frazier Park), 161 Frazier Mountian Park Rd
Frazier Park CA
Phone:93243

","298",16127,40,"905"
"546",-118.948815,34.986274,"Petro Center","Petro Center
I-5 at Laval Road West, 5821 Dennis McCarthy Dr.
Lebec CA
Phone:93243

","329",22947,40,"906"
"547",-118.447338,34.289592,"Indie Truck Stop","Truman Fuel
1601 Truman Street
San Fernando CA
Phone:91340

","397",35202,134,"907"
"548",-118.237732,34.04118,"Indie Truck Stop","Texaco
I-10 Ex 15b (Alameda St), 500 S Alameda St
Los Angeles CA
Phone:90013

","342",28850,7,"908"
"549",-118.239591,34.02177,"Indie Truck Stop","DeWitt Petroleum - Los Angeles
1631 S. Alameda St
Los Angeles CA
Phone:90021

","341",32184,575,"909"
"550",-118.191046,34.009936,"Indie Truck Stop","Speedy Fuel
I-710/Washington Blv Ex 17c, 2432 South Indiana St
Commerce CA
Phone:90023

","267",34318,418,"910"
"551",-118.2124,34.00872,"Indie Truck Stop","Bandini Truck Terminal
I-710 and Bandini, 3152 Bandini Blvd
Los Angeles CA
Phone:90023

","340",34318,960,"911"
"552",-118.208375,34.008715,"Indie Truck Stop","Vemon Truck Wash
3308 Bandini Boulevard
Vernon CA
Phone:90028

","428",34318,960,"912"
"553",-118.17572,34.00527,"Indie Truck Stop","Commerce Truck Stop
I-710 Ex 20, 4560 E Washington Blvd
Commerce CA
Phone:90040

","266",35065,594,"913"
"554",-118.163065,33.975751,"Indie Truck Stop","Webbs Auto and Truck Service
I-710 Ex 15, 5703 E Gage at Eastern
Bell Gardens CA
Phone:90201

","238",26754,1324,"914"
"555",-118.163249,33.975811,"Indie Truck Stop","Webbs Auto Truck Service
5703 Gage Avenue
Bell Gardens CA
Phone:90201

","239",26754,1324,"915"
"556",-118.119002,33.978821,"Indie Truck Stop","DeWitt Petroleum - Montebello
1601 Bluff Rd
Montebello CA
Phone:90640

","354",37718,1393,"916"
"557",-118.123063,33.997146,"Indie Truck Stop","Valero
I-5 Ex 128b, 1436 Washington Blvd
Montebello CA
Phone:90640

","355",46029,1393,"917"
"558",-118.031161,34.044625,"Indie Truck Stop","Dewitt Petroleum
1903 Durfee Avenue
South El Monte CA
Phone:90640

","410",38026,414,"918"
"559",-118.387412,34.22846,"Indie Truck Stop","Superfine Truck Stop
8730 Lankershim Boulevard
Sun Valley CA
Phone:91352

","414",18675,1131,"919"
"560",-118.620201,34.493438,"Indie Truck Stop","Castaic Truck Stop
I-5 Ex 176a (Parker Rd), 31611 Castaic Rd
Castaic CA
Phone:91384

","255",17134,142,"920"
"561",-118.6202,34.494,"Pilot Travel Center","Pilot Travel Center
I-5 & Lake Hughes Exit, 31642 Castaic Road
Castaic CA
Phone:91384

","256",17134,142,"921"
"562",-118.199498,34.492818,"Indie Truck Stop","Acton 76
Hwy 14 and Crown Valley, 3807 Sierra Hwy
Acton CA
Phone:93510

","218",6662,151,"922"
"563",-117.255021,33.840289,"Indie Truck Stop","Arco Travel Zone Center
23261 Cajalco Road
Perris CA
Phone:92570

","375",12061,761,"923"
"564",-116.773552,33.919823,"Indie Truck Stop","Cabazon Truck Stop
I-10 Ex 106 (Main St), 50876 Seminole Drive
Cabazon CA
Phone:92230

","252",18801,17,"924"
"565",-117.554655,34.065539,"Petro Center","Petro Center
I-10 & Milliken Ave. Exit 57, 4325 E. Guasti Road
Ontario CA
Phone:91764

","364",36934,1275,"925"
"566",-117.561522,34.065485,"TA Travel Center","Ontario West Travel Center
I-10 at Milliken Avenue, 4265 East Guasti Road
Ontario CA
Phone:91764

","365",36934,1275,"926"
"567",-117.453286,34.069846,"Indie Truck Stop","76 Truck Stop
I-10 Ex 63 (Citrus N), 16111 Valley Blvd
Fontana CA
Phone:92335

","292",21608,3157,"927"
"568",-117.489616,34.069849,"Indie Truck Stop","Fontana Chevron
I-10 Ex 61 (Cherry N), 14455 Valley Blvd
Fontana CA
Phone:92335

","293",21546,3157,"928"
"569",-117.493271,34.071868,"Indie Truck Stop","Fontana Truck Stop
I-10 Ex 61, 10002 Almond Ave
Fontana CA
Phone:92335

","294",30141,3157,"929"
"570",-117.488041,34.076422,"Indie Truck Stop","A-Z Fuel Stop
14529 San Bernardino Avenue
Fontana CA
Phone:92335

","295",21546,3157,"930"
"571",-117.492611,34.0629,"Indie Truck Stop","North American Truck Stop
14320 Slover Avenue
Fontana CA
Phone:92337

","290",30141,1431,"931"
"572",-117.490514,34.062923,"Indie Truck Stop","Three Sisters Truck Stop
14416 Slover Avenue
Fontana CA
Phone:92337

","291",21546,1431,"932"
"573",-117.368301,34.070424,"Indie Truck Stop","1-10 Truck Stop
195 East Valley Boulevard
Rialto CA
Phone:92376

","382",19521,1076,"933"
"574",-117.503837,34.006067,"Indie Truck Stop","Arco AM/PM
Hwy 60 and Van Buren Blvd, 10015 Bellegrave Ave
Riverside CA
Phone:92509

","386",28225,858,"934"
"575",-117.46335,34.017309,"Indie Truck Stop","MGM Shell
Hwy 60, 3873 Pyrite St
Riverside CA
Phone:92509

","387",19630,858,"935"
"576",-117.398239,34.409264,"Pilot Travel Center","Pilot Travel Center
I-15 & US 395, 8701 Highway 395
Hesperia CA
Phone:92345

","313",13482,426,"936"
"577",-117.89698,34.505928,"Indie Truck Stop","Pearblossom Chevron
13030 Pearblossom Highway
Pearblossom CA
Phone:93553

","373",1508,12,"937"
"578",-117.288323,34.062305,"Indie Truck Stop","Royal Truck Stop
2300 East Steel Road
Colton CA
Phone:92324

","264",32676,985,"938"
"579",-117.31412,34.065682,"Indie Truck Stop","Valley Colton Truck Stop
I-10 Ex 71 (Sperry), 791 E Valley Blvd
Colton CA
Phone:92324

","265",27220,985,"939"
"580",-117.367072,34.037235,"Indie Truck Stop","Rialto Travel Center
I-10 Ex 68 (Riverside Ave), 3610 S Riverside Ave
Rialto CA
Phone:92376

","381",28735,985,"940"
"581",-117.398825,34.535675,"Indie Truck Stop","High Desert Truck Stop
15655 US 395
Adelanto CA
Phone:92301

","219",4866,380,"941"
"582",-117.398176,34.534865,"Indie Truck Stop","High Desert Travel Center
Hwy 395, 15655 Us Highway 395
Victorville CA
Phone:92394

","429",4866,380,"942"
"583",-116.354033,32.702115,"Indie Truck Stop","Golden Acorn Casino
I-8 Ex 61 (Old Hwy 80), 1800 Golden Acorn Way, Coming off Hwy 80 - If you are a semi you need take the road past the main entrance to get to the very large truck parking lot in back of the Casino. If you are in a RV, take the main ent","254",1971,9,"943"
"584",-115.555135,32.771238,"Indie Truck Stop","Super Stop Travel Center
I-8 Ex 115 (Hwy 86), 550 Wake Ave
El Centro CA
Phone:92243

","283",1948,987,"944"
"585",-115.380172,32.685344,"Indie Truck Stop","USA Gasoline
CA7, 1791 Maggio Rd
Calexico CA
Phone:92231

","253",1638,2700,"945"
"586",-114.782967,32.49156,"Indie Truck Stop","Circle K
Hwy 95, 23260 Hwy 95
San Luis AZ
Phone:85349

","197",1720,599,"946"
"587",-114.445482,32.672324,"Flying J","Barneys AutoTruck Plaza Flying J Dealer
10800 N Frontage Rd, I-8 Exit 12
Yuma AZ
Phone:85365

","213",5335,1017,"947"
"588",-114.578718,32.670233,"Indie Truck Stop","Barneys 30
3200 E 32nd St
Yuma AZ
Phone:85365

","214",3128,1017,"948"
"589",-114.521339,32.670522,"Indie Truck Stop","Circle K Truck Stop
I-8 Ex 7, 6544 E US Highway 80
Yuma AZ
Phone:85365

","215",3751,1017,"949"
"590",-114.582896,32.686035,"Loves Travel Stop","Loves Travel Stop
2931 E. Gila Ridge Road, I-8 Exit 3
Yuma AZ
Phone:85365

","216",3128,1017,"950"
"591",-115.964783,33.27888,"Indie Truck Stop","Salton Sea Truck Stop
Hwy 86 and Marina Dr, 1328 Frontage Rd
Salton City CA
Phone:92275

","393",4598,202,"951"
"592",-116.019449,33.352693,"Indie Truck Stop","Torres Martinez Travel Center
CA86, 3095 W Hwy 86
Salton City CA
Phone:92274

","394",4598,202,"952"
"593",-116.546059,33.902897,"Pilot Travel Center","Pilot Travel Center
I-10 Garnet / Indian Ave, 6605 N. Indian Canyon Drive
N Palm Springs CA
Phone:92258

","356",19713,75,"953"
"594",-116.403373,33.817799,"Flying J Travel Plaza","Flying J Travel Plaza
I-10 Ramon Exit, 72235 Varner Rd
Thousand Palms CA
Phone:92276

","416",22485,66,"954"
"595",-116.192195,33.700349,"Indie Truck Stop","Indio Truck Stop
I-10 Ex 146 (Hwy 86) and Ave48, 84425 Indio Blvd
Indio CA
Phone:92201

","318",9621,286,"955"
"596",-116.230373,33.727659,"Indie Truck Stop","Clarks Travel Center
I-10E Ex 139 (Indio Blvd) Or I-10W Ex 142 (In, 82253 Indio Blvd
Indio CA
Phone:92201

","319",13518,286,"956"
"597",-116.171266,33.717419,"Loves Travel Stop","Loves Travel Stop
45-761 Dillon Road, I-10 Exit 146
Coachella CA
Phone:92236

","260",9519,277,"957"
"598",-116.175774,33.713586,"TA Travel Center","TA Travel Center
I-10 at Dillon Rd. Exit, 46155 Dillon Road
Coachella CA
Phone:92236

","261",14923,277,"958"
"599",-115.720307,33.660817,"Indie Truck Stop","Indio Truck Stop
I-10 Ex 173 Summit Rd, 62450 Chiriaco Rd
Indio CA
Phone:92201

","317",8716,1,"959"
"600",-116.090029,33.570014,"Indie Truck Stop","Mecca Travel Center
Hwy 111 and 66th Ave, 90480 66th Ave
Mecca CA
Phone:92254

","350",957,58,"960"
"601",-114.523056,33.601667,"Flying J Travel Plaza","Flying J Travel Plaza
I-10 Exit 1, Box 801 I-10 Exit 1 S Frontage
Ehrenberg AZ
Phone:85334

","157",4360,2,"961"
"602",-114.43789,33.624053,"Indie Truck Stop","Sunmart
I-10 Ex 5, 18221 Tom Wells Rd
Ehrenberg AZ
Phone:85334

","158",4360,2,"962"
"603",-114.21758,33.666735,"Indie Truck Stop","Quik Chek Shell
26 West Main
Quartzsite AZ
Phone:85359

","191",4896,27,"963"
"604",-114.198705,33.667646,"Indie Truck Stop","Exit 19 Truck Stop
I-10 Ex 19, PO Box 4868
Quartzsite AZ
Phone:85359

","192",5321,27,"964"
"605",-114.241226,33.657299,"Loves Travel Stop","Loves Travel Stop
760 S. Quartzsite Blvd., I-10 Exit 17
Quartzsite AZ
Phone:85346

","193",5321,27,"965"
"606",-114.236852,33.661626,"Pilot Travel Center","Pilot Travel Center
I-10 & US 95 Exit 17, 1201 West Main Street
Quartzsite AZ
Phone:85359

","194",5321,27,"966"
"607",-114.72712,33.611358,"Indie Truck Stop","B B Travel Center
I-10 Ex 232 (Mesa Dr), 17970 W Hobson Way
Blythe CA
Phone:92225

","245",9115,82,"967"
"608",-115.182951,34.817291,"Indie Truck Stop","Hi Sahara Oasis
31251 Goffs Road, I-40 Exit 107
Essex CA
Phone:92332

","285",4455,1,"968"
"609",-114.595191,34.827103,"Indie Truck Stop","East Side Chevron
I-40 Ex 144 (E Broadway), 810 E Broadway St
Needles CA
Phone:92363

","358",5040,38,"969"
"610",-114.624123,34.850883,"Indie Truck Stop","Shell Dairy Queen
2451 W Broadway St
Needles CA
Phone:92363

","359",4985,38,"970"
"611",-114.315473,34.724349,"Loves Travel Stop","Loves Travel Stop
14875 S Hwy 95, Hwy 95 Exit 9
Lake Havasu City AZ
Phone:86404

","182",4537,94,"971"
"612",-114.3165,34.7277,"Pilot Travel Center","Pilot Travel Center
I-40 & AZ 95 Exit 9, 14750 South Highway 95
Lake Havasu City AZ
Phone:86404

","183",6283,94,"972"
"613",-112.672429,32.930234,"Indie Truck Stop","Shell
3006 South Butterfield Trail
Gila Bend AZ
Phone:85337

","166",3952,125,"973"
"614",-112.727023,32.945136,"Indie Truck Stop","Bill Henrys Food Mart
623 W Pima St
Gila Bend AZ
Phone:85337

","167",1885,125,"974"
"615",-112.705469,32.949431,"Indie Truck Stop","Minute Mart 20
942 East Pima Street
Gila Bend AZ
Phone:85337

","168",1885,125,"975"
"616",-112.733253,32.94432,"Loves Travel Stop","Loves Travel Stop
820 W. Pima, I-8 Exit 115
Gila Bend AZ
Phone:85337

","169",4059,125,"976"
"617",-111.097554,32.163753,"Indie Truck Stop","Superstop
6225 West Ajo Highway
Tucson AZ
Phone:85735

","205",599,40,"977"
"618",-111.672093,32.80643,"Loves Travel Stop","Loves Travel Stop
5000 N. Sunland Gin Rd., I-10 Exit 200
Casa Grande AZ
Phone:85222

","154",11338,99,"978"
"619",-111.669686,32.812609,"Petro Center","Petro Center
I-10, Exit 200 at Sunland Gin Rd., 5235 North Sunland Gin Road
Casa Grande AZ
Phone:85222

","155",12086,124,"979"
"620",-111.549704,32.73213,"Flying J Travel Plaza","Flying J Travel Plaza
I-10 Exit 208A, 16189 S Sunshine Blvd
Eloy AZ
Phone:85231

","159",10548,124,"980"
"621",-111.618636,32.781916,"Indie Truck Stop","Circle K
I-10 Ex 203, 3125 N. Toltec Rd
Eloy AZ
Phone:85231

","160",11351,124,"981"
"622",-111.67129,32.826557,"Indie Truck Stop","Pride Travel Center
5240 South Sunland Gin Road
Eloy AZ
Phone:85194

","161",11551,124,"982"
"623",-111.550399,32.738811,"Pilot Travel Center","Pilot Travel Center
I-10 Exit 208, 619 South Sunshine Boulevard
Eloy AZ
Phone:85231

","162",11363,124,"983"
"624",-111.616943,32.77317,"TA Travel Center","TA Travel Center
I-10, Exit 203, Toltec Rd., 2949 North Toltec Road
Eloy AZ
Phone:85131

","163",11351,124,"984"
"625",-113.768277,33.628234,"Indie Truck Stop","Pride Tomahawk Truck Plaza
I-10 Ex 45, 48710 Vicksburg Rd
Salome AZ
Phone:85348

","195",7051,26,"985"
"626",-113.768343,33.633675,"Indie Truck Stop","Zip Travel Center
48286 Vicksburg Rd
Salome AZ
Phone:85348

","196",7051,26,"986"
"627",-112.938133,33.494694,"Indie Truck Stop","Minute Mart
I-10 Ex 94, 41112 W Indian School Rd
Tonopah AZ
Phone:85354

","201",3734,139,"987"
"628",-112.782844,33.458585,"TA Travel Center","TA Travel Center
I-10 & 339th Ave., Exit 103, 1010 N. 339th Avenue
Tonopah AZ
Phone:85354

","202",3734,139,"988"
"629",-112.591725,33.431284,"Loves Travel Stop","Loves Travel Stop
1610 S. Miller Rd, I-10 Exit 114
Buckeye AZ
Phone:85326

","151",5062,1188,"989"
"630",-112.204436,33.460979,"Flying J Travel Plaza","Flying J Travel Plaza
I-10 Exit 137, 6700 West Latham
Phoenix AZ
Phone:85043

","188",8767,1994,"990"
"631",-112.169218,33.46093,"Indie Truck Stop","QuikTrip
I-10 Ex 139, 1155 N 51st Ave
Phoenix AZ
Phone:85043

","190",8767,1994,"991"
"632",-112.273031,33.456562,"Pilot Travel Center","Pilot Travel Center
I-10 Exit 133, 900 North 99th Avenue
Avondale AZ
Phone:85323

","148",9444,285,"992"
"633",-112.238818,33.458407,"Loves Travel Stop","Loves Travel Stop
8313 Roosevelt St, I-10, Exit 135
Tolleson AZ
Phone:85353

","200",13233,540,"993"
"634",-111.962298,33.279875,"Loves Travel Stop","Loves Travel Stop
7001 W. Sundust Road, I-10 Exit 162
Chandler AZ
Phone:85226-5126

","156",13443,374,"994"
